Tumor_Sample_Barcode,n_variants,n_predicted_artifacts,artifact_rate,mean_probability
TCGA-06-0157-01A-01D-1491-08,51,0,0.0,0.035511754
TCGA-06-0173-01A-01D-1491-08,77,0,0.0,0.066213295
TCGA-06-0188-01A-01W-0254-08,15,0,0.0,0.045145437
TCGA-06-0189-01A-01D-1491-08,16,0,0.0,0.15154156
TCGA-06-0221-01A-01D-1491-08,29,0,0.0,0.04067257
TCGA-06-0221-02A-11D-2280-08,45,0,0.0,0.021806775
TCGA-06-0237-01A-02D-1491-08,38,0,0.0,0.037318993
TCGA-06-0238-01A-02D-1492-08,40,0,0.0,0.056415636
TCGA-06-0240-01A-03D-1491-08,1,0,0.0,8.037384e-05
TCGA-06-0241-01A-02D-1491-08,59,0,0.0,0.0047461335
TCGA-06-0648-01A-01D-1492-08,59,0,0.0,0.04467037
TCGA-06-0745-01A-01D-1492-08,54,0,0.0,0.04121008
TCGA-06-0745-01A-01W-0348-08,53,0,0.0,0.040563177
TCGA-06-0747-01A-01D-1492-08,72,0,0.0,0.022079889
TCGA-06-0747-01A-01W-0348-08,62,0,0.0,0.026063008
TCGA-06-0876-01A-01D-1492-08,66,0,0.0,0.069395766
TCGA-06-0876-01A-01W-0424-08,62,0,0.0,0.059919555
TCGA-06-0878-01A-01D-1492-08,45,0,0.0,0.04011664
TCGA-06-0878-01A-01W-0424-08,46,0,0.0,0.06259175
TCGA-06-1804-01A-01D-1696-08,85,0,0.0,0.04971052
TCGA-06-1806-01A-02D-1845-08,20,0,0.0,0.1709026
TCGA-06-2558-01A-01D-1494-08,77,0,0.0,0.05986724
TCGA-06-2559-01A-01D-1494-08,59,0,0.0,0.065455265
TCGA-06-2559-01A-01W-0837-08,62,0,0.0,0.06928364
TCGA-06-2561-01A-02D-1494-08,30,0,0.0,0.07934981
TCGA-06-2562-01A-01D-1494-08,60,0,0.0,0.061551105
TCGA-06-5408-01A-01D-1696-08,44,0,0.0,0.047421113
TCGA-06-5410-01A-01D-1696-08,20,0,0.0,0.07908778
TCGA-06-5411-01A-01D-1696-08,35,0,0.0,0.089297235
TCGA-06-5413-01A-01D-1696-08,48,0,0.0,0.034731504
TCGA-06-5414-01A-01D-1486-08,31,0,0.0,0.040408414
TCGA-06-5417-01A-01D-1486-08,54,0,0.0,0.0030330347
TCGA-06-5859-01A-01D-1696-08,46,0,0.0,0.030840654
TCGA-06-6695-01A-11D-1845-08,51,0,0.0,0.010916933
TCGA-06-6699-01A-11D-1845-08,67,0,0.0,0.019480996
TCGA-06-6701-01A-11D-1845-08,32,0,0.0,0.113640845
TCGA-06-A7TL-01A-11D-A391-08,27,0,0.0,0.0061820177
TCGA-12-0615-01A-01D-1492-08,61,0,0.0,0.014950439
TCGA-12-0616-01A-01D-1492-08,39,0,0.0,0.030014334
TCGA-12-0618-01A-01D-1492-08,37,0,0.0,0.018347377
TCGA-12-0619-01A-01D-1492-08,53,0,0.0,0.06956314
TCGA-12-0820-01A-01W-0424-08,55,0,0.0,0.07556587
TCGA-12-0821-01A-01D-1492-08,60,0,0.0,0.011589804
TCGA-12-0821-01A-01W-0424-08,58,0,0.0,0.053738784
TCGA-12-1600-01A-01W-0643-08,66,0,0.0,0.012424851
TCGA-12-1602-01A-01W-0643-08,46,0,0.0,0.08596647
TCGA-12-3652-01A-01W-0922-08,64,0,0.0,0.049179513
TCGA-12-5299-01A-02D-1486-08,33,0,0.0,0.021926727
TCGA-12-5301-01A-01D-1486-08,65,0,0.0,0.02229612
TCGA-14-0786-01B-01D-1492-08,36,0,0.0,0.0056737754
TCGA-14-0787-01A-01D-1492-08,34,0,0.0,0.10482672
TCGA-14-0790-01B-01D-1494-08,63,0,0.0,0.053839333
TCGA-14-0790-01B-01W-0837-08,64,0,0.0,0.035820432
TCGA-14-0813-01A-01D-1492-08,100,0,0.0,0.043008704
TCGA-14-0862-01B-01D-1845-08,44,0,0.0,0.02778601
TCGA-14-1034-02B-01D-2280-08,77,0,0.0,0.0055660405
TCGA-14-1451-01A-01W-0611-08,29,0,0.0,0.050977178
TCGA-14-1453-01A-01W-0611-08,63,0,0.0,0.041371725
TCGA-14-1455-01A-01W-0643-08,63,0,0.0,0.11536328
TCGA-14-1821-01A-01W-0643-08,19,0,0.0,0.007855721
TCGA-14-3476-01B-01D-1353-08,63,0,0.0,0.08600437
TCGA-14-4157-01A-01D-1353-08,29,0,0.0,0.0004473226
TCGA-15-0742-01A-01D-1492-08,69,0,0.0,0.024151172
TCGA-15-0742-01A-01W-0348-08,72,0,0.0,0.02706595
TCGA-16-0861-01A-01W-0424-08,57,0,0.0,0.0072427206
TCGA-19-1385-01A-02W-0643-08,58,0,0.0,0.11043455
TCGA-19-2631-01A-01D-1353-08,77,0,0.0,0.059256516
TCGA-19-4068-01A-01D-1353-08,59,0,0.0,0.011584756
TCGA-19-5951-01A-11D-1696-08,73,0,0.0,0.030838633
TCGA-19-5958-01A-11D-1696-08,45,0,0.0,0.083971344
TCGA-19-5959-01A-11D-1696-08,85,0,0.0,0.00703553
TCGA-19-5960-01A-11D-1696-08,39,0,0.0,0.0015732484
TCGA-19-A60I-01A-12D-A33T-08,30,0,0.0,0.0104622515
TCGA-19-A6J5-01A-21D-A33T-08,48,0,0.0,0.0011479678
TCGA-26-5134-01A-01D-1486-08,50,0,0.0,4.039472e-06
TCGA-26-5135-01A-01D-1486-08,61,0,0.0,0.00069112796
TCGA-26-5139-01A-01D-1486-08,45,0,0.0,0.021115253
TCGA-27-1836-01A-01D-1494-08,42,0,0.0,0.019449227
TCGA-27-1837-01A-01D-1494-08,38,0,0.0,0.005371839
TCGA-27-2519-01A-01D-1494-08,43,0,0.0,0.10618313
TCGA-27-2519-01A-01W-0837-08,46,0,0.0,0.087859966
TCGA-27-2523-01A-01D-1494-08,50,0,0.0,0.03371878
TCGA-27-2523-01A-01W-0837-08,53,0,0.0,0.020060059
TCGA-28-1747-01C-01D-1494-08,41,0,0.0,0.023064787
TCGA-28-1747-01C-01W-0837-08,42,0,0.0,0.03588212
TCGA-28-2499-01A-01D-1494-08,28,0,0.0,0.028187787
TCGA-28-5209-01A-01D-1486-08,80,0,0.0,0.019013768
TCGA-28-5214-01A-01D-1486-08,38,0,0.0,0.13048474
TCGA-28-5220-01A-01D-1486-08,35,0,0.0,0.016073717
TCGA-32-1976-01A-01W-0837-08,48,0,0.0,0.10578671
TCGA-32-1980-01A-01D-1696-08,12,0,0.0,0.17800869
TCGA-32-2615-01A-01D-1495-08,37,0,0.0,0.04622043
TCGA-32-2634-01A-01D-1495-08,46,0,0.0,0.043527745
TCGA-32-2634-01A-01W-0922-08,46,0,0.0,0.029131342
TCGA-32-2638-01A-01W-0922-08,57,0,0.0,0.032476332
TCGA-32-4209-01A-01D-1353-08,27,0,0.0,0.082563706
TCGA-41-2572-01A-01D-1353-08,52,0,0.0,0.024869673
TCGA-41-6646-01A-11D-1845-08,49,0,0.0,0.052434545
TCGA-74-6577-01A-11D-1845-08,33,0,0.0,0.113844
TCGA-74-6578-01A-11D-1845-08,68,0,0.0,0.04589261
TCGA-74-6581-01A-11D-1845-08,44,0,0.0,0.058224127
TCGA-74-6584-01A-11D-1845-08,40,0,0.0,0.11012487
TCGA-76-4925-01A-01D-1486-08,67,0,0.0,0.0115223825
TCGA-76-4926-01B-01D-1486-08,58,0,0.0,0.056915402
TCGA-76-4929-01A-01D-1486-08,64,0,0.0,0.015129882
TCGA-76-4931-01A-01D-1486-08,47,0,0.0,0.01691185
TCGA-76-4932-01A-01D-1486-08,59,0,0.0,0.033538707
TCGA-76-4935-01A-01D-1486-08,52,0,0.0,0.07903718
TCGA-76-6191-01A-12D-1696-08,55,0,0.0,0.024044527
TCGA-76-6283-01A-11D-1845-08,86,0,0.0,0.045819636
TCGA-81-5910-01A-11D-1696-08,48,0,0.0,0.022509648
TCGA-87-5896-01A-01D-1696-08,53,0,0.0,0.008689001
TCGA-OX-A56R-01A-11D-A33T-08,36,0,0.0,0.037035428
